id,date,raw_material_id,name,category,purchase_type,stock_used,unit,current_stock
386,2025-01-22,RM009,Whipping Cream,Susu,bulk,949,ml,5629
387,2025-01-06,RM012,Stroberi,Buah,daily,569,gram,5394
388,2025-01-15,RM020,Daging Sapi,Daging,daily,707,gram,3608
389,2025-04-20,RM016,Tomat,Sayuran,daily,988,gram,2674
390,2025-04-21,RM001,Kopi Arabika,Kopi,bulk,197,gram,1714
391,2025-04-14,RM015,Selada,Sayuran,daily,287,gram,5123
392,2025-01-26,RM012,Stroberi,Buah,daily,643,gram,3615
393,2025-04-21,RM008,Air Mineral,Air,bulk,790,ml,2615
394,2025-01-13,RM014,Nanas,Buah,daily,421,gram,2734
395,2025-03-10,RM018,Wortel,Sayuran,daily,110,gram,2627
396,2025-05-11,RM001,Kopi Arabika,Kopi,bulk,171,gram,4638
397,2025-03-02,RM017,Mentimun,Sayuran,daily,445,gram,3359
398,2025-03-17,RM008,Air Mineral,Air,bulk,253,ml,3662
399,2025-02-05,RM014,Nanas,Buah,daily,427,gram,1929
400,2025-03-04,RM010,Cokelat Bubuk,Cokelat,bulk,486,gram,4415
401,2025-03-17,RM013,Mangga,Buah,daily,713,gram,2737
402,2025-04-23,RM004,Sirup Vanilla,Sirup,bulk,968,ml,2777
403,2025-03-05,RM011,Pisang,Buah,daily,506,gram,4550
404,2025-03-10,RM012,Stroberi,Buah,daily,690,gram,1490
405,2025-05-06,RM013,Mangga,Buah,daily,637,gram,2141
406,2025-05-01,RM010,Cokelat Bubuk,Cokelat,bulk,755,gram,4146
407,2025-01-17,RM002,Susu UHT,Susu,bulk,749,ml,4883
408,2025-05-10,RM010,Cokelat Bubuk,Cokelat,bulk,720,gram,1833
409,2025-03-17,RM017,Mentimun,Sayuran,daily,492,gram,4687
410,2025-02-23,RM015,Selada,Sayuran,daily,195,gram,2015
411,2025-04-04,RM019,Daging Ayam,Daging,daily,110,gram,3908
412,2025-05-17,RM014,Nanas,Buah,daily,284,gram,3780
413,2025-05-14,RM011,Pisang,Buah,daily,136,gram,2733
414,2025-03-21,RM003,Gula Pasir,Gula,bulk,709,gram,1778
415,2025-02-16,RM016,Tomat,Sayuran,daily,824,gram,2544
416,2025-05-08,RM009,Whipping Cream,Susu,bulk,136,ml,4412
417,2025-03-28,RM018,Wortel,Sayuran,daily,830,gram,1425
418,2025-04-09,RM013,Mangga,Buah,daily,280,gram,3083
419,2025-02-23,RM002,Susu UHT,Susu,bulk,893,ml,3714
420,2025-05-09,RM018,Wortel,Sayuran,daily,525,gram,3093
421,2025-01-10,RM016,Tomat,Sayuran,daily,731,gram,1808
422,2025-04-22,RM009,Whipping Cream,Susu,bulk,50,ml,3324
423,2025-05-21,RM004,Sirup Vanilla,Sirup,bulk,67,ml,3108
424,2025-02-01,RM006,Matcha Powder,Teh,bulk,944,gram,4156
425,2025-04-23,RM015,Selada,Sayuran,daily,317,gram,5178
426,2025-04-23,RM008,Air Mineral,Air,bulk,819,ml,4114
427,2025-01-27,RM014,Nanas,Buah,daily,482,gram,1783
428,2025-03-27,RM007,Espresso Blend,Kopi,bulk,595,gram,1263
429,2025-02-07,RM004,Sirup Vanilla,Sirup,bulk,70,ml,4977
430,2025-02-07,RM020,Daging Sapi,Daging,daily,343,gram,3961
431,2025-04-13,RM011,Pisang,Buah,daily,557,gram,5011
432,2025-03-22,RM011,Pisang,Buah,daily,887,gram,5738
433,2025-02-04,RM005,Sirup Cokelat,Sirup,bulk,575,ml,4159
434,2025-01-31,RM006,Matcha Powder,Teh,bulk,726,gram,3806
435,2025-05-13,RM003,Gula Pasir,Gula,bulk,454,gram,3497
436,2025-01-20,RM016,Tomat,Sayuran,daily,177,gram,2653
437,2025-02-24,RM009,Whipping Cream,Susu,bulk,515,ml,4228
438,2025-04-17,RM004,Sirup Vanilla,Sirup,bulk,159,ml,2803
439,2025-05-10,RM005,Sirup Cokelat,Sirup,bulk,639,ml,2531
440,2025-02-04,RM008,Air Mineral,Air,bulk,643,ml,1988
441,2025-01-15,RM006,Matcha Powder,Teh,bulk,816,gram,4761
442,2025-03-12,RM012,Stroberi,Buah,daily,458,gram,4439
443,2025-04-12,RM017,Mentimun,Sayuran,daily,974,gram,5479
444,2025-04-29,RM020,Daging Sapi,Daging,daily,85,gram,3481
445,2025-04-30,RM020,Daging Sapi,Daging,daily,513,gram,2160
446,2025-03-29,RM011,Pisang,Buah,daily,460,gram,4338
447,2025-04-18,RM002,Susu UHT,Susu,bulk,238,ml,2964
448,2025-02-23,RM018,Wortel,Sayuran,daily,221,gram,3463
449,2025-04-21,RM014,Nanas,Buah,daily,875,gram,5218
450,2025-04-26,RM011,Pisang,Buah,daily,273,gram,3532
451,2025-04-27,RM019,Daging Ayam,Daging,daily,720,gram,3600
452,2025-02-10,RM007,Espresso Blend,Kopi,bulk,108,gram,3918
453,2025-05-12,RM010,Cokelat Bubuk,Cokelat,bulk,226,gram,1422
454,2025-05-05,RM017,Mentimun,Sayuran,daily,700,gram,2302
455,2025-03-08,RM020,Daging Sapi,Daging,daily,187,gram,2145
456,2025-04-27,RM016,Tomat,Sayuran,daily,933,gram,3835
457,2025-05-06,RM018,Wortel,Sayuran,daily,977,gram,4416
458,2025-02-06,RM015,Selada,Sayuran,daily,424,gram,2828
459,2025-05-16,RM019,Daging Ayam,Daging,daily,64,gram,4922
460,2025-05-15,RM001,Kopi Arabika,Kopi,bulk,280,gram,3047
461,2025-03-07,RM001,Kopi Arabika,Kopi,bulk,708,gram,3803
462,2025-02-07,RM016,Tomat,Sayuran,daily,405,gram,4027
463,2025-01-28,RM011,Pisang,Buah,daily,681,gram,4486
464,2025-01-10,RM011,Pisang,Buah,daily,725,gram,4493
465,2025-01-24,RM008,Air Mineral,Air,bulk,815,ml,1365
466,2025-04-27,RM001,Kopi Arabika,Kopi,bulk,674,gram,2578
467,2025-05-16,RM010,Cokelat Bubuk,Cokelat,bulk,355,gram,943
468,2025-01-22,RM013,Mangga,Buah,daily,766,gram,4393
469,2025-01-01,RM016,Tomat,Sayuran,daily,75,gram,1575
470,2025-01-15,RM016,Tomat,Sayuran,daily,586,gram,2368
471,2025-01-09,RM013,Mangga,Buah,daily,196,gram,2620
472,2025-04-30,RM019,Daging Ayam,Daging,daily,663,gram,5147
473,2025-01-02,RM017,Mentimun,Sayuran,daily,812,gram,5292
474,2025-01-19,RM002,Susu UHT,Susu,bulk,555,ml,2803
475,2025-04-10,RM013,Mangga,Buah,daily,273,gram,3430
476,2025-01-13,RM019,Daging Ayam,Daging,daily,613,gram,5536
477,2025-02-24,RM014,Nanas,Buah,daily,688,gram,4133
478,2025-01-25,RM007,Espresso Blend,Kopi,bulk,283,gram,3221
479,2025-02-21,RM015,Selada,Sayuran,daily,528,gram,4313
480,2025-03-17,RM018,Wortel,Sayuran,daily,610,gram,1879
481,2025-04-19,RM019,Daging Ayam,Daging,daily,267,gram,808
482,2025-03-16,RM004,Sirup Vanilla,Sirup,bulk,72,ml,3584
483,2025-01-17,RM015,Selada,Sayuran,daily,702,gram,3178
484,2025-01-21,RM010,Cokelat Bubuk,Cokelat,bulk,988,gram,1812
485,2025-02-09,RM013,Mangga,Buah,daily,51,gram,2777
486,2025-05-17,RM003,Gula Pasir,Gula,bulk,658,gram,1716
487,2025-05-06,RM003,Gula Pasir,Gula,bulk,211,gram,4253
488,2025-05-09,RM010,Cokelat Bubuk,Cokelat,bulk,735,gram,3777
489,2025-03-26,RM004,Sirup Vanilla,Sirup,bulk,129,ml,2854
490,2025-01-01,RM012,Stroberi,Buah,daily,290,gram,3862
491,2025-04-10,RM012,Stroberi,Buah,daily,422,gram,1238
492,2025-05-08,RM004,Sirup Vanilla,Sirup,bulk,797,ml,1619
493,2025-01-04,RM020,Daging Sapi,Daging,daily,754,gram,5317
494,2025-04-24,RM015,Selada,Sayuran,daily,991,gram,2528
495,2025-03-05,RM001,Kopi Arabika,Kopi,bulk,553,gram,3121
496,2025-01-30,RM012,Stroberi,Buah,daily,254,gram,4375
497,2025-01-31,RM017,Mentimun,Sayuran,daily,90,gram,4745
498,2025-02-02,RM009,Whipping Cream,Susu,bulk,958,ml,2717
499,2025-04-29,RM011,Pisang,Buah,daily,632,gram,4216
500,2025-01-17,RM006,Matcha Powder,Teh,bulk,83,gram,2712
501,2025-04-01,RM007,Espresso Blend,Kopi,bulk,79,gram,2369
502,2025-04-11,RM020,Daging Sapi,Daging,daily,597,gram,2118
503,2025-01-14,RM017,Mentimun,Sayuran,daily,497,gram,3357
504,2025-02-12,RM005,Sirup Cokelat,Sirup,bulk,517,ml,4345
505,2025-02-19,RM009,Whipping Cream,Susu,bulk,259,ml,1668
506,2025-01-28,RM012,Stroberi,Buah,daily,702,gram,4053
507,2025-02-09,RM005,Sirup Cokelat,Sirup,bulk,913,ml,5693
508,2025-03-28,RM009,Whipping Cream,Susu,bulk,223,ml,2862
509,2025-02-14,RM014,Nanas,Buah,daily,165,gram,3357
510,2025-01-05,RM002,Susu UHT,Susu,bulk,238,ml,1199
511,2025-04-15,RM014,Nanas,Buah,daily,816,gram,3837
512,2025-04-14,RM010,Cokelat Bubuk,Cokelat,bulk,798,gram,4210
513,2025-01-21,RM017,Mentimun,Sayuran,daily,53,gram,2431
514,2025-01-30,RM007,Espresso Blend,Kopi,bulk,437,gram,4127
515,2025-02-04,RM002,Susu UHT,Susu,bulk,144,ml,2414
516,2025-03-08,RM007,Espresso Blend,Kopi,bulk,968,gram,5138
517,2025-03-24,RM017,Mentimun,Sayuran,daily,222,gram,2540
518,2025-01-12,RM018,Wortel,Sayuran,daily,298,gram,2120
519,2025-03-12,RM011,Pisang,Buah,daily,759,gram,4376
520,2025-04-25,RM001,Kopi Arabika,Kopi,bulk,239,gram,4947
521,2025-03-27,RM012,Stroberi,Buah,daily,533,gram,4250
522,2025-05-12,RM004,Sirup Vanilla,Sirup,bulk,962,ml,5336
523,2025-03-12,RM001,Kopi Arabika,Kopi,bulk,364,gram,4640
524,2025-02-17,RM014,Nanas,Buah,daily,671,gram,1310
525,2025-04-30,RM014,Nanas,Buah,daily,463,gram,3281
526,2025-03-29,RM016,Tomat,Sayuran,daily,829,gram,1641
527,2025-03-10,RM017,Mentimun,Sayuran,daily,628,gram,2811
528,2025-04-03,RM008,Air Mineral,Air,bulk,250,ml,2491
529,2025-05-06,RM004,Sirup Vanilla,Sirup,bulk,514,ml,1491
530,2025-04-03,RM004,Sirup Vanilla,Sirup,bulk,274,ml,2258
531,2025-01-23,RM013,Mangga,Buah,daily,240,gram,2247
532,2025-01-31,RM019,Daging Ayam,Daging,daily,106,gram,2739
533,2025-03-09,RM013,Mangga,Buah,daily,112,gram,4530
534,2025-03-03,RM016,Tomat,Sayuran,daily,419,gram,3787
535,2025-01-06,RM010,Cokelat Bubuk,Cokelat,bulk,791,gram,4746
536,2025-05-11,RM010,Cokelat Bubuk,Cokelat,bulk,894,gram,3436
537,2025-02-09,RM008,Air Mineral,Air,bulk,971,ml,1991
538,2025-05-13,RM004,Sirup Vanilla,Sirup,bulk,376,ml,4415
539,2025-04-07,RM005,Sirup Cokelat,Sirup,bulk,877,ml,5851
540,2025-05-21,RM015,Selada,Sayuran,daily,96,gram,2666
541,2025-01-23,RM014,Nanas,Buah,daily,882,gram,4566
542,2025-04-19,RM006,Matcha Powder,Teh,bulk,782,gram,5106
543,2025-01-22,RM015,Selada,Sayuran,daily,111,gram,2335
544,2025-01-15,RM006,Matcha Powder,Teh,bulk,808,gram,5566
545,2025-03-19,RM001,Kopi Arabika,Kopi,bulk,894,gram,5174
546,2025-02-24,RM003,Gula Pasir,Gula,bulk,86,gram,1055
547,2025-04-27,RM018,Wortel,Sayuran,daily,509,gram,3042
548,2025-02-11,RM006,Matcha Powder,Teh,bulk,287,gram,4140
549,2025-01-08,RM017,Mentimun,Sayuran,daily,871,gram,3685
550,2025-05-11,RM015,Selada,Sayuran,daily,868,gram,5456
551,2025-01-21,RM008,Air Mineral,Air,bulk,958,ml,1827
552,2025-02-22,RM018,Wortel,Sayuran,daily,410,gram,2164
553,2025-05-16,RM005,Sirup Cokelat,Sirup,bulk,809,ml,4072
554,2025-02-08,RM014,Nanas,Buah,daily,443,gram,4706
555,2025-03-06,RM014,Nanas,Buah,daily,595,gram,1657
556,2025-03-15,RM012,Stroberi,Buah,daily,490,gram,4738
557,2025-02-03,RM013,Mangga,Buah,daily,579,gram,4601
558,2025-01-08,RM005,Sirup Cokelat,Sirup,bulk,224,ml,2348
559,2025-04-21,RM012,Stroberi,Buah,daily,58,gram,3113
560,2025-01-12,RM005,Sirup Cokelat,Sirup,bulk,608,ml,4229
561,2025-04-29,RM014,Nanas,Buah,daily,317,gram,1281
562,2025-01-16,RM019,Daging Ayam,Daging,daily,129,gram,1957
563,2025-01-22,RM013,Mangga,Buah,daily,974,gram,1818
564,2025-05-12,RM006,Matcha Powder,Teh,bulk,866,gram,2343
565,2025-04-27,RM020,Daging Sapi,Daging,daily,736,gram,3738
566,2025-05-10,RM017,Mentimun,Sayuran,daily,283,gram,5283
567,2025-04-26,RM010,Cokelat Bubuk,Cokelat,bulk,460,gram,2162
568,2025-03-09,RM016,Tomat,Sayuran,daily,425,gram,4038
569,2025-04-08,RM010,Cokelat Bubuk,Cokelat,bulk,445,gram,2395
570,2025-03-14,RM014,Nanas,Buah,daily,654,gram,3348
571,2025-02-07,RM018,Wortel,Sayuran,daily,945,gram,2778
572,2025-05-16,RM015,Selada,Sayuran,daily,254,gram,2253
573,2025-05-02,RM020,Daging Sapi,Daging,daily,243,gram,2293
574,2025-04-16,RM018,Wortel,Sayuran,daily,867,gram,2810
575,2025-03-12,RM020,Daging Sapi,Daging,daily,113,gram,3060
576,2025-01-13,RM001,Kopi Arabika,Kopi,bulk,365,gram,4548
577,2025-05-14,RM017,Mentimun,Sayuran,daily,723,gram,2823
578,2025-04-18,RM013,Mangga,Buah,daily,799,gram,3405
579,2025-03-28,RM006,Matcha Powder,Teh,bulk,964,gram,3852
580,2025-03-20,RM016,Tomat,Sayuran,daily,629,gram,2765
581,2025-01-30,RM004,Sirup Vanilla,Sirup,bulk,456,ml,2952
582,2025-02-12,RM017,Mentimun,Sayuran,daily,403,gram,4943
583,2025-02-16,RM011,Pisang,Buah,daily,330,gram,2775
584,2025-04-22,RM009,Whipping Cream,Susu,bulk,907,ml,3245
585,2025-05-08,RM020,Daging Sapi,Daging,daily,678,gram,5042
586,2025-02-01,RM010,Cokelat Bubuk,Cokelat,bulk,566,gram,5359
587,2025-03-05,RM011,Pisang,Buah,daily,549,gram,3549
588,2025-03-26,RM012,Stroberi,Buah,daily,478,gram,4930
589,2025-01-13,RM019,Daging Ayam,Daging,daily,588,gram,2812
590,2025-02-22,RM018,Wortel,Sayuran,daily,201,gram,4590
591,2025-04-10,RM006,Matcha Powder,Teh,bulk,946,gram,5727
592,2025-03-29,RM002,Susu UHT,Susu,bulk,292,ml,3241
593,2025-05-02,RM002,Susu UHT,Susu,bulk,278,ml,3139
594,2025-04-03,RM018,Wortel,Sayuran,daily,139,gram,1580
595,2025-03-27,RM014,Nanas,Buah,daily,760,gram,2093
596,2025-03-23,RM020,Daging Sapi,Daging,daily,507,gram,4532
597,2025-02-10,RM020,Daging Sapi,Daging,daily,447,gram,1479
598,2025-02-07,RM015,Selada,Sayuran,daily,258,gram,1129
599,2025-05-19,RM004,Sirup Vanilla,Sirup,bulk,620,ml,4786
600,2025-01-09,RM005,Sirup Cokelat,Sirup,bulk,707,ml,3755
601,2025-04-18,RM018,Wortel,Sayuran,daily,136,gram,2252
602,2025-04-12,RM009,Whipping Cream,Susu,bulk,535,ml,2562
603,2025-04-17,RM018,Wortel,Sayuran,daily,786,gram,3016
604,2025-01-11,RM014,Nanas,Buah,daily,192,gram,4283
605,2025-03-27,RM019,Daging Ayam,Daging,daily,274,gram,3493
606,2025-05-07,RM011,Pisang,Buah,daily,494,gram,3878
607,2025-03-04,RM010,Cokelat Bubuk,Cokelat,bulk,304,gram,3512
608,2025-01-16,RM009,Whipping Cream,Susu,bulk,962,ml,5867
609,2025-01-30,RM001,Kopi Arabika,Kopi,bulk,181,gram,832
610,2025-05-03,RM015,Selada,Sayuran,daily,264,gram,4947
611,2025-02-06,RM020,Daging Sapi,Daging,daily,166,gram,4391
612,2025-04-11,RM004,Sirup Vanilla,Sirup,bulk,858,ml,5091
613,2025-01-07,RM015,Selada,Sayuran,daily,440,gram,3194
614,2025-03-16,RM006,Matcha Powder,Teh,bulk,947,gram,3648
615,2025-03-12,RM003,Gula Pasir,Gula,bulk,704,gram,1606
616,2025-04-13,RM016,Tomat,Sayuran,daily,796,gram,1575
617,2025-01-31,RM012,Stroberi,Buah,daily,251,gram,4819
618,2025-04-07,RM017,Mentimun,Sayuran,daily,95,gram,1035
619,2025-02-03,RM013,Mangga,Buah,daily,917,gram,1496
620,2025-02-05,RM001,Kopi Arabika,Kopi,bulk,145,gram,844
621,2025-04-15,RM017,Mentimun,Sayuran,daily,975,gram,1665
622,2025-04-09,RM003,Gula Pasir,Gula,bulk,246,gram,2308
623,2025-04-12,RM005,Sirup Cokelat,Sirup,bulk,583,ml,3565
624,2025-02-02,RM013,Mangga,Buah,daily,982,gram,3448
625,2025-02-26,RM013,Mangga,Buah,daily,737,gram,4283
626,2025-05-03,RM006,Matcha Powder,Teh,bulk,706,gram,1242
627,2025-04-03,RM012,Stroberi,Buah,daily,696,gram,4924
628,2025-03-06,RM016,Tomat,Sayuran,daily,307,gram,2783
629,2025-03-09,RM012,Stroberi,Buah,daily,668,gram,2701
630,2025-01-05,RM006,Matcha Powder,Teh,bulk,158,gram,1622
631,2025-04-09,RM009,Whipping Cream,Susu,bulk,364,ml,955
632,2025-01-28,RM010,Cokelat Bubuk,Cokelat,bulk,793,gram,2884
633,2025-04-21,RM013,Mangga,Buah,daily,915,gram,3316
634,2025-05-21,RM003,Gula Pasir,Gula,bulk,560,gram,5439
635,2025-02-09,RM020,Daging Sapi,Daging,daily,125,gram,4729
636,2025-01-29,RM017,Mentimun,Sayuran,daily,139,gram,3362
637,2025-04-20,RM008,Air Mineral,Air,bulk,685,ml,3052
638,2025-02-10,RM004,Sirup Vanilla,Sirup,bulk,359,ml,3409
639,2025-01-14,RM002,Susu UHT,Susu,bulk,907,ml,1417
640,2025-01-25,RM010,Cokelat Bubuk,Cokelat,bulk,133,gram,1096
641,2025-04-01,RM001,Kopi Arabika,Kopi,bulk,596,gram,5230
642,2025-01-08,RM003,Gula Pasir,Gula,bulk,799,gram,5445
643,2025-03-09,RM016,Tomat,Sayuran,daily,756,gram,2412
644,2025-04-28,RM013,Mangga,Buah,daily,435,gram,1913
645,2025-05-10,RM010,Cokelat Bubuk,Cokelat,bulk,628,gram,4454
646,2025-04-17,RM020,Daging Sapi,Daging,daily,804,gram,5150
647,2025-02-08,RM019,Daging Ayam,Daging,daily,960,gram,4499
648,2025-03-22,RM020,Daging Sapi,Daging,daily,535,gram,2438
649,2025-05-07,RM005,Sirup Cokelat,Sirup,bulk,134,ml,4876
650,2025-04-28,RM015,Selada,Sayuran,daily,383,gram,4427
651,2025-04-04,RM014,Nanas,Buah,daily,395,gram,1215
652,2025-03-10,RM004,Sirup Vanilla,Sirup,bulk,489,ml,4423
653,2025-01-25,RM010,Cokelat Bubuk,Cokelat,bulk,721,gram,5163
654,2025-02-15,RM008,Air Mineral,Air,bulk,817,ml,2892
655,2025-03-25,RM020,Daging Sapi,Daging,daily,993,gram,3873
656,2025-02-09,RM009,Whipping Cream,Susu,bulk,265,ml,1745
657,2025-03-22,RM013,Mangga,Buah,daily,799,gram,5363
658,2025-03-30,RM013,Mangga,Buah,daily,380,gram,4887
659,2025-02-09,RM010,Cokelat Bubuk,Cokelat,bulk,331,gram,1038
660,2025-02-26,RM008,Air Mineral,Air,bulk,215,ml,805
661,2025-04-28,RM015,Selada,Sayuran,daily,427,gram,1280
662,2025-04-02,RM017,Mentimun,Sayuran,daily,487,gram,1613
663,2025-02-22,RM010,Cokelat Bubuk,Cokelat,bulk,276,gram,3479
664,2025-03-12,RM001,Kopi Arabika,Kopi,bulk,364,gram,1513
665,2025-03-20,RM003,Gula Pasir,Gula,bulk,351,gram,3089
666,2025-01-15,RM019,Daging Ayam,Daging,daily,838,gram,2042
667,2025-03-17,RM004,Sirup Vanilla,Sirup,bulk,289,ml,3178
668,2025-01-11,RM012,Stroberi,Buah,daily,704,gram,2994
669,2025-04-22,RM004,Sirup Vanilla,Sirup,bulk,723,ml,3888
670,2025-05-19,RM006,Matcha Powder,Teh,bulk,228,gram,3735
671,2025-02-08,RM003,Gula Pasir,Gula,bulk,630,gram,3516
672,2025-04-15,RM006,Matcha Powder,Teh,bulk,530,gram,2381
673,2025-05-17,RM001,Kopi Arabika,Kopi,bulk,794,gram,1695
674,2025-02-20,RM005,Sirup Cokelat,Sirup,bulk,505,ml,2899
675,2025-02-02,RM015,Selada,Sayuran,daily,511,gram,2128
676,2025-03-21,RM018,Wortel,Sayuran,daily,316,gram,5001
677,2025-02-07,RM003,Gula Pasir,Gula,bulk,656,gram,4364
678,2025-03-11,RM015,Selada,Sayuran,daily,429,gram,1960
679,2025-03-31,RM005,Sirup Cokelat,Sirup,bulk,63,ml,3107
680,2025-01-02,RM011,Pisang,Buah,daily,983,gram,5175
681,2025-01-21,RM010,Cokelat Bubuk,Cokelat,bulk,454,gram,1058
682,2025-01-13,RM019,Daging Ayam,Daging,daily,348,gram,3149
683,2025-02-22,RM009,Whipping Cream,Susu,bulk,490,ml,3759
684,2025-03-06,RM015,Selada,Sayuran,daily,701,gram,1216
685,2025-03-03,RM016,Tomat,Sayuran,daily,561,gram,4044
686,2025-02-13,RM012,Stroberi,Buah,daily,730,gram,4482
687,2025-01-01,RM020,Daging Sapi,Daging,daily,418,gram,2951
688,2025-04-25,RM006,Matcha Powder,Teh,bulk,784,gram,1293
689,2025-01-15,RM007,Espresso Blend,Kopi,bulk,467,gram,4626
690,2025-01-27,RM017,Mentimun,Sayuran,daily,795,gram,3852
691,2025-01-23,RM014,Nanas,Buah,daily,128,gram,2303
692,2025-04-01,RM019,Daging Ayam,Daging,daily,156,gram,4398
693,2025-04-25,RM014,Nanas,Buah,daily,901,gram,2404
694,2025-02-03,RM019,Daging Ayam,Daging,daily,961,gram,5128
695,2025-05-02,RM010,Cokelat Bubuk,Cokelat,bulk,185,gram,4757
696,2025-04-16,RM011,Pisang,Buah,daily,382,gram,4531
697,2025-03-04,RM009,Whipping Cream,Susu,bulk,488,ml,1774
698,2025-04-15,RM016,Tomat,Sayuran,daily,790,gram,1896
699,2025-01-25,RM007,Espresso Blend,Kopi,bulk,713,gram,4660
700,2025-04-06,RM019,Daging Ayam,Daging,daily,694,gram,1577
701,2025-01-03,RM020,Daging Sapi,Daging,daily,819,gram,1522
702,2025-03-27,RM009,Whipping Cream,Susu,bulk,405,ml,4010
703,2025-02-16,RM003,Gula Pasir,Gula,bulk,441,gram,1868
704,2025-04-18,RM010,Cokelat Bubuk,Cokelat,bulk,639,gram,3165
705,2025-05-19,RM020,Daging Sapi,Daging,daily,717,gram,4078
706,2025-05-13,RM015,Selada,Sayuran,daily,895,gram,3831
707,2025-05-08,RM003,Gula Pasir,Gula,bulk,309,gram,3065
708,2025-04-30,RM011,Pisang,Buah,daily,696,gram,5412
709,2025-02-20,RM012,Stroberi,Buah,daily,330,gram,2274
710,2025-03-04,RM015,Selada,Sayuran,daily,191,gram,4069
711,2025-01-01,RM007,Espresso Blend,Kopi,bulk,936,gram,4632
712,2025-02-20,RM020,Daging Sapi,Daging,daily,602,gram,3092
713,2025-02-19,RM007,Espresso Blend,Kopi,bulk,116,gram,716
714,2025-03-03,RM005,Sirup Cokelat,Sirup,bulk,675,ml,3668
715,2025-04-28,RM006,Matcha Powder,Teh,bulk,574,gram,2184
716,2025-02-10,RM001,Kopi Arabika,Kopi,bulk,620,gram,3059
717,2025-02-15,RM002,Susu UHT,Susu,bulk,497,ml,1352
718,2025-03-05,RM012,Stroberi,Buah,daily,476,gram,2611
719,2025-04-07,RM011,Pisang,Buah,daily,950,gram,4551
720,2025-03-26,RM020,Daging Sapi,Daging,daily,167,gram,4962
721,2025-02-19,RM020,Daging Sapi,Daging,daily,896,gram,3116
722,2025-04-17,RM019,Daging Ayam,Daging,daily,505,gram,2650
723,2025-05-12,RM017,Mentimun,Sayuran,daily,962,gram,5855
724,2025-05-06,RM007,Espresso Blend,Kopi,bulk,418,gram,1238
725,2025-02-27,RM005,Sirup Cokelat,Sirup,bulk,60,ml,2002
726,2025-01-12,RM003,Gula Pasir,Gula,bulk,570,gram,4074
727,2025-03-03,RM005,Sirup Cokelat,Sirup,bulk,317,ml,2078
728,2025-04-02,RM012,Stroberi,Buah,daily,924,gram,3644
729,2025-05-09,RM020,Daging Sapi,Daging,daily,430,gram,2135
730,2025-05-09,RM003,Gula Pasir,Gula,bulk,753,gram,3239
731,2025-03-21,RM002,Susu UHT,Susu,bulk,185,ml,749
732,2025-05-15,RM017,Mentimun,Sayuran,daily,416,gram,4282
733,2025-04-13,RM002,Susu UHT,Susu,bulk,433,ml,5347
734,2025-01-06,RM005,Sirup Cokelat,Sirup,bulk,78,ml,3941
735,2025-03-07,RM013,Mangga,Buah,daily,190,gram,1956
736,2025-04-24,RM002,Susu UHT,Susu,bulk,195,ml,1411
737,2025-02-11,RM010,Cokelat Bubuk,Cokelat,bulk,781,gram,4187
738,2025-03-26,RM011,Pisang,Buah,daily,137,gram,3159
739,2025-03-23,RM020,Daging Sapi,Daging,daily,128,gram,4836
740,2025-02-15,RM010,Cokelat Bubuk,Cokelat,bulk,165,gram,1940
741,2025-04-06,RM014,Nanas,Buah,daily,904,gram,4901
742,2025-01-25,RM003,Gula Pasir,Gula,bulk,965,gram,2901
743,2025-05-19,RM001,Kopi Arabika,Kopi,bulk,487,gram,4548
744,2025-04-08,RM006,Matcha Powder,Teh,bulk,534,gram,1151
745,2025-05-08,RM016,Tomat,Sayuran,daily,919,gram,2340
746,2025-05-06,RM008,Air Mineral,Air,bulk,151,ml,2998
747,2025-03-19,RM014,Nanas,Buah,daily,785,gram,2360
748,2025-04-02,RM017,Mentimun,Sayuran,daily,267,gram,3851
749,2025-03-01,RM008,Air Mineral,Air,bulk,1000,ml,3426
750,2025-04-26,RM006,Matcha Powder,Teh,bulk,301,gram,1092
751,2025-03-12,RM014,Nanas,Buah,daily,307,gram,4510
752,2025-02-06,RM001,Kopi Arabika,Kopi,bulk,239,gram,3737
753,2025-03-15,RM011,Pisang,Buah,daily,979,gram,4757
754,2025-04-18,RM002,Susu UHT,Susu,bulk,693,ml,2672
755,2025-04-27,RM010,Cokelat Bubuk,Cokelat,bulk,372,gram,5265
756,2025-05-01,RM010,Cokelat Bubuk,Cokelat,bulk,727,gram,3826
757,2025-03-13,RM001,Kopi Arabika,Kopi,bulk,660,gram,1878
758,2025-04-21,RM006,Matcha Powder,Teh,bulk,528,gram,3181
759,2025-05-02,RM009,Whipping Cream,Susu,bulk,726,ml,4941
760,2025-04-13,RM003,Gula Pasir,Gula,bulk,961,gram,3047
761,2025-04-07,RM006,Matcha Powder,Teh,bulk,932,gram,2452
762,2025-01-07,RM012,Stroberi,Buah,daily,316,gram,2299
763,2025-05-08,RM006,Matcha Powder,Teh,bulk,522,gram,4166
764,2025-05-03,RM004,Sirup Vanilla,Sirup,bulk,236,ml,4127
765,2025-04-22,RM019,Daging Ayam,Daging,daily,203,gram,1219
766,2025-03-05,RM018,Wortel,Sayuran,daily,704,gram,3776
767,2025-04-13,RM002,Susu UHT,Susu,bulk,233,ml,4476
768,2025-04-22,RM018,Wortel,Sayuran,daily,605,gram,2708
769,2025-02-26,RM020,Daging Sapi,Daging,daily,361,gram,2279
